protein	scaffold	AMG KO	AMG KO name	Pfam	Pfam name
metaspades_NG-14069_922T8_lib221223_5627_NODE_5950_length_5085_cov_3.72823_1	metaspades_NG-14069_922T8_lib221223_5627_NODE_5950_length_5085_cov_3.72823	K01495	"GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]"	PF01227.22	GTP cyclohydrolase I
metaspades_NG-14069_917T8_lib221218_5627_NODE_439_length_26519_cov_7.61087_1	metaspades_NG-14069_917T8_lib221218_5627_NODE_439_length_26519_cov_7.61087	K00868	"pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]"	PF08543.12	Phosphomethylpyrimidine kinase
metaspades_NG-13376_925T6_lib202118_5478_NODE_8_length_42727_cov_104.72_65	metaspades_NG-13376_925T6_lib202118_5478_NODE_8_length_42727_cov_104.72	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_923T8_lib221224_5627_NODE_14289_length_3053_cov_5.73883_5	metaspades_NG-14069_923T8_lib221224_5627_NODE_14289_length_3053_cov_5.73883	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	PF01408.22	"Oxidoreductase family, NAD-binding Rossmann fold"
metaspades_NG-13040_921T1L_lib194731_5429_NODE_1201_length_5490_cov_3.76909_2	metaspades_NG-13040_921T1L_lib194731_5429_NODE_1201_length_5490_cov_3.76909	K01737	"queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]"	PF01242.19	6-pyruvoyl tetrahydropterin synthase
metaspades_NG-13040_921T1L_lib194731_5429_NODE_1201_length_5490_cov_3.76909_3	metaspades_NG-13040_921T1L_lib194731_5429_NODE_1201_length_5490_cov_3.76909	K10026	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	PF04055.21	Radical SAM superfamily
metaspades_NG-13040_921T1L_lib194731_5429_NODE_1201_length_5490_cov_3.76909_4	metaspades_NG-13040_921T1L_lib194731_5429_NODE_1201_length_5490_cov_3.76909	K01495	"GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]"	PF01227.22	GTP cyclohydrolase I
metaspades_NG-13040_925T5L_lib194726_5429_NODE_16_length_37394_cov_9.90233_43	metaspades_NG-13040_925T5L_lib194726_5429_NODE_16_length_37394_cov_9.90233	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_925T8_lib221226_5627_NODE_1475_length_18898_cov_26.6199_4	metaspades_NG-14069_925T8_lib221226_5627_NODE_1475_length_18898_cov_26.6199	K20170	nicA1; nicotine oxidoreductase [EC:1.5.3.-]	PF00078.27	Reverse transcriptase (RNA-dependent DNA polymerase)
metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192_24	metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192	K03273	"gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"	PF08645.11	Polynucleotide kinase 3 phosphatase
metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192_115	metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192	K04516	"AROA1, aroA; chorismate mutase [EC:5.4.99.5]"	PF00793.20	DAHP synthetase I family
metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192_272	metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192	K08678	"UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]"	PF16363.5	"GDP-mannose 4,6 dehydratase"
metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192_307	metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192	K03270	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]		
metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192_309	metaspades_NG-14069_923T8_lib221224_5627_NODE_4_length_292995_cov_20.3192	K06041	"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]"		
metaspades_NG-14069_925T8_lib221226_5627_NODE_1533_length_18308_cov_7.22144_20	metaspades_NG-14069_925T8_lib221226_5627_NODE_1533_length_18308_cov_7.22144	K00849	galK; galactokinase [EC:2.7.1.6]	PF10509.9	Galactokinase galactose-binding signature
metaspades_NG-14069_925T8_lib221226_5627_NODE_1533_length_18308_cov_7.22144_23	metaspades_NG-14069_925T8_lib221226_5627_NODE_1533_length_18308_cov_7.22144	K00705	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]	PF02446.17	4-alpha-glucanotransferase
metaspades_NG-13040_916T5L_lib194717_5429_NODE_121_length_15009_cov_13.0613_10	metaspades_NG-13040_916T5L_lib194717_5429_NODE_121_length_15009_cov_13.0613	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"		
metaspades_NG-14069_918T8_lib221219_5627_NODE_1094_length_10503_cov_5.58978_2	metaspades_NG-14069_918T8_lib221219_5627_NODE_1094_length_10503_cov_5.58978	K01951	"guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"	PF00958.22	GMP synthase C terminal domain
metaspades_NG-13376_923M2_lib202064_5478_NODE_44_length_17159_cov_5.35804_22	metaspades_NG-13376_923M2_lib202064_5478_NODE_44_length_17159_cov_5.35804	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"		
metaspades_NG-14069_917T8_lib221218_5627_NODE_1825_length_8698_cov_11.6927_1	metaspades_NG-14069_917T8_lib221218_5627_NODE_1825_length_8698_cov_11.6927	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"		
metaspades_NG-14069_917T8_lib221218_5627_NODE_1825_length_8698_cov_11.6927_2	metaspades_NG-14069_917T8_lib221218_5627_NODE_1825_length_8698_cov_11.6927	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_923T8_lib221224_5627_NODE_650_length_27715_cov_7.22513_37	metaspades_NG-14069_923T8_lib221224_5627_NODE_650_length_27715_cov_7.22513	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	PF02773.16	"S-adenosylmethionine synthetase, C-terminal domain"
metaspades_NG-15813_920T5L_lib254043_5916_NODE_2489_length_4127_cov_4.68099_5	metaspades_NG-15813_920T5L_lib254043_5916_NODE_2489_length_4127_cov_4.68099	K00100	bdhAB; butanol dehydrogenase [EC:1.1.1.-]	PF00465.19	Iron-containing alcohol dehydrogenase
metaspades_NG-14069_918T8_lib221219_5627_NODE_3203_length_4508_cov_3.19268_2	metaspades_NG-14069_918T8_lib221219_5627_NODE_3203_length_4508_cov_3.19268	K02775	"PTS-Gat-EIIC, gatC, sgcC; PTS system, galactitol-specific IIC component"	PF03611.14	PTS system sugar-specific permease component
metaspades_NG-13376_917T11_lib202077_5478_NODE_13_length_45748_cov_173.516_55	metaspades_NG-13376_917T11_lib202077_5478_NODE_13_length_45748_cov_173.516	K17398	DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_GD_lib221227_5627_NODE_3342_length_7647_cov_4.10748_1	metaspades_NG-14069_GD_lib221227_5627_NODE_3342_length_7647_cov_4.10748	K09882	cobS; cobaltochelatase CobS [EC:6.6.1.2]	PF07728.14	AAA domain (dynein-related subfamily)
metaspades_NG-13040_916T2L_lib194712_5429_NODE_729_length_5196_cov_3.59074_10	metaspades_NG-13040_916T2L_lib194712_5429_NODE_729_length_5196_cov_3.59074	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_918T8_lib221219_5627_NODE_4904_length_3363_cov_2.94347_1	metaspades_NG-14069_918T8_lib221219_5627_NODE_4904_length_3363_cov_2.94347	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_919T8_lib221220_5627_NODE_12931_length_4157_cov_6.48245_1	metaspades_NG-14069_919T8_lib221220_5627_NODE_12931_length_4157_cov_6.48245	K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	PF01288.20	"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)"
metaspades_NG-14069_919T8_lib221220_5627_NODE_12931_length_4157_cov_6.48245_2	metaspades_NG-14069_919T8_lib221220_5627_NODE_12931_length_4157_cov_6.48245	K02527	"kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]"	PF04413.16	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)
metaspades_NG-13040_918T3L_lib194736_5429_NODE_227_length_7078_cov_3.99972_6	metaspades_NG-13040_918T3L_lib194736_5429_NODE_227_length_7078_cov_3.99972	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13040_918T3L_lib194736_5429_NODE_227_length_7078_cov_3.99972_7	metaspades_NG-13040_918T3L_lib194736_5429_NODE_227_length_7078_cov_3.99972	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13040_916T4L_lib194746_5429_NODE_574_length_12576_cov_4.61329_8	metaspades_NG-13040_916T4L_lib194746_5429_NODE_574_length_12576_cov_4.61329	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	PF02557.17	D-alanyl-D-alanine carboxypeptidase
metaspades_NG-14069_917T8_lib221218_5627_NODE_5109_length_3654_cov_4.4843_3	metaspades_NG-14069_917T8_lib221218_5627_NODE_5109_length_3654_cov_4.4843	K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]	PF00248.21	Aldo/keto reductase family
metaspades_NG-13376_923M2_lib202064_5478_NODE_8_length_43084_cov_138.429_14	metaspades_NG-13376_923M2_lib202064_5478_NODE_8_length_43084_cov_138.429	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13376_923M2_lib202064_5478_NODE_8_length_43084_cov_138.429_19	metaspades_NG-13376_923M2_lib202064_5478_NODE_8_length_43084_cov_138.429	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-13040_925T3L_lib194729_5429_NODE_4442_length_3435_cov_3.2932_2	metaspades_NG-13040_925T3L_lib194729_5429_NODE_4442_length_3435_cov_3.2932	K00012	"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"	PF03721.14	"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"
metaspades_NG-14069_923T8_lib221224_5627_NODE_24444_length_2069_cov_2.66485_3	metaspades_NG-14069_923T8_lib221224_5627_NODE_24444_length_2069_cov_2.66485	K00287	"DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"	PF00186.19	Dihydrofolate reductase
metaspades_NG-13040_923T2L_lib194718_5429_NODE_830_length_3972_cov_2.90911_4	metaspades_NG-13040_923T2L_lib194718_5429_NODE_830_length_3972_cov_2.90911	K00059	"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"	PF13561.6	Enoyl-(Acyl carrier protein) reductase
metaspades_NG-14069_919T8_lib221220_5627_NODE_11150_length_4726_cov_7.75508_2	metaspades_NG-14069_919T8_lib221220_5627_NODE_11150_length_4726_cov_7.75508	K00616	"E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]"	PF00923.19	Transaldolase/Fructose-6-phosphate aldolase
metaspades_NG-14069_919T8_lib221220_5627_NODE_11150_length_4726_cov_7.75508_3	metaspades_NG-14069_919T8_lib221220_5627_NODE_11150_length_4726_cov_7.75508	K00616	"E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]"		
metaspades_NG-14069_922T8_lib221223_5627_NODE_4467_length_6160_cov_2.97379_7	metaspades_NG-14069_922T8_lib221223_5627_NODE_4467_length_6160_cov_2.97379	K01711	"gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]"	PF16363.5	"GDP-mannose 4,6 dehydratase"
metaspades_NG-14069_GD_lib221227_5627_NODE_7694_length_3985_cov_5.47125_6	metaspades_NG-14069_GD_lib221227_5627_NODE_7694_length_3985_cov_5.47125	K01652	"E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]"	PF02776.18	"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain"
metaspades_NG-13040_916T2L_lib194712_5429_NODE_23_length_44098_cov_228.867_67	metaspades_NG-13040_916T2L_lib194712_5429_NODE_23_length_44098_cov_228.867	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"		
metaspades_NG-14069_919T8_lib221220_5627_NODE_10123_length_5135_cov_4.5626_4	metaspades_NG-14069_919T8_lib221220_5627_NODE_10123_length_5135_cov_4.5626	K00176	"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"	PF00037.27	4Fe-4S binding domain
metaspades_NG-13040_922T7L_lib194742_5429_NODE_10_length_57882_cov_11.6209_54	metaspades_NG-13040_922T7L_lib194742_5429_NODE_10_length_57882_cov_11.6209	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_917T8_lib221218_5627_NODE_1520_length_10086_cov_4.05533_5	metaspades_NG-14069_917T8_lib221218_5627_NODE_1520_length_10086_cov_4.05533	K00819	"rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]"	PF00202.21	Aminotransferase class-III
metaspades_NG-14069_919T8_lib221220_5627_NODE_1329_length_32919_cov_13.1083_1	metaspades_NG-14069_919T8_lib221220_5627_NODE_1329_length_32919_cov_13.1083	K01006	"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"	PF02896.18	"PEP-utilising enzyme, TIM barrel domain"
metaspades_NG-14069_919T8_lib221220_5627_NODE_5195_length_9320_cov_5.30869_5	metaspades_NG-14069_919T8_lib221220_5627_NODE_5195_length_9320_cov_5.30869	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	PF01915.22	Glycosyl hydrolase family 3 C-terminal domain
metaspades_NG-15813_GD3_lib254042_5916_NODE_70_length_24393_cov_22.8825_7	metaspades_NG-15813_GD3_lib254042_5916_NODE_70_length_24393_cov_22.8825	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	PF00857.20	Isochorismatase family
metaspades_NG-15813_GD3_lib254042_5916_NODE_70_length_24393_cov_22.8825_8	metaspades_NG-15813_GD3_lib254042_5916_NODE_70_length_24393_cov_22.8825	K01916	nadE; NAD+ synthase [EC:6.3.1.5]	PF02540.17	NAD synthase
metaspades_NG-15813_GD3_lib254042_5916_NODE_70_length_24393_cov_22.8825_11	metaspades_NG-15813_GD3_lib254042_5916_NODE_70_length_24393_cov_22.8825	K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	PF04095.16	Nicotinate phosphoribosyltransferase (NAPRTase) family
metaspades_NG-15813_GD3_lib254042_5916_NODE_70_length_24393_cov_22.8825_30	metaspades_NG-15813_GD3_lib254042_5916_NODE_70_length_24393_cov_22.8825	K21029	moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]	PF00899.21	ThiF family
metaspades_NG-13376_925T12_lib202083_5478_NODE_506_length_5702_cov_3.79972_6	metaspades_NG-13376_925T12_lib202083_5478_NODE_506_length_5702_cov_3.79972	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]	PF13419.6	Haloacid dehalogenase-like hydrolase
metaspades_NG-14069_922T8_lib221223_5627_NODE_34_length_122704_cov_23.1942_106	metaspades_NG-14069_922T8_lib221223_5627_NODE_34_length_122704_cov_23.1942	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_922T8_lib221223_5627_NODE_34_length_122704_cov_23.1942_175	metaspades_NG-14069_922T8_lib221223_5627_NODE_34_length_122704_cov_23.1942	K03639	"moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]"	PF04055.21	Radical SAM superfamily
metaspades_NG-14069_922T8_lib221223_5627_NODE_34_length_122704_cov_23.1942_210	metaspades_NG-14069_922T8_lib221223_5627_NODE_34_length_122704_cov_23.1942	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_922T8_lib221223_5627_NODE_34_length_122704_cov_23.1942_227	metaspades_NG-14069_922T8_lib221223_5627_NODE_34_length_122704_cov_23.1942	K03273	"gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"	PF08645.11	Polynucleotide kinase 3 phosphatase
metaspades_NG-14069_925T8_lib221226_5627_NODE_15563_length_3136_cov_3.08731_3	metaspades_NG-14069_925T8_lib221226_5627_NODE_15563_length_3136_cov_3.08731	K00059	"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"	PF00106.25	short chain dehydrogenase
metaspades_NG-14069_925T8_lib221226_5627_NODE_15563_length_3136_cov_3.08731_5	metaspades_NG-14069_925T8_lib221226_5627_NODE_15563_length_3136_cov_3.08731	K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]		
metaspades_NG-14069_919T8_lib221220_5627_NODE_1182_length_35959_cov_33.8589_19	metaspades_NG-14069_919T8_lib221220_5627_NODE_1182_length_35959_cov_33.8589	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_924T8_lib221225_5627_NODE_15_length_91232_cov_1045.41_51	metaspades_NG-14069_924T8_lib221225_5627_NODE_15_length_91232_cov_1045.41	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_924T8_lib221225_5627_NODE_15_length_91232_cov_1045.41_69	metaspades_NG-14069_924T8_lib221225_5627_NODE_15_length_91232_cov_1045.41	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_924T8_lib221225_5627_NODE_15_length_91232_cov_1045.41_70	metaspades_NG-14069_924T8_lib221225_5627_NODE_15_length_91232_cov_1045.41	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_GD_lib221227_5627_NODE_9109_length_3490_cov_3.78311_1	metaspades_NG-14069_GD_lib221227_5627_NODE_9109_length_3490_cov_3.78311	K13038	"coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]"	PF02441.19	Flavoprotein
metaspades_NG-14069_920T8_lib221221_5627_NODE_5872_length_3518_cov_9.66647_3	metaspades_NG-14069_920T8_lib221221_5627_NODE_5872_length_3518_cov_9.66647	K16150	K16150; glycogen synthase [EC:2.4.1.11]	PF00534.20	Glycosyl transferases group 1
metaspades_NG-13376_925T11_lib202087_5478_NODE_18_length_48331_cov_9.33667_36	metaspades_NG-13376_925T11_lib202087_5478_NODE_18_length_48331_cov_9.33667	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_923T8_lib221224_5627_NODE_19382_length_2450_cov_4.71566_5	metaspades_NG-14069_923T8_lib221224_5627_NODE_19382_length_2450_cov_4.71566	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]		
metaspades_NG-14069_919T8_lib221220_5627_NODE_4796_length_10097_cov_10.0345_3	metaspades_NG-14069_919T8_lib221220_5627_NODE_4796_length_10097_cov_10.0345	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_919T8_lib221220_5627_NODE_4796_length_10097_cov_10.0345_6	metaspades_NG-14069_919T8_lib221220_5627_NODE_4796_length_10097_cov_10.0345	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_923T8_lib221224_5627_NODE_268_length_50014_cov_78.7689_50	metaspades_NG-14069_923T8_lib221224_5627_NODE_268_length_50014_cov_78.7689	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"	PF12706.7	Beta-lactamase superfamily domain
metaspades_NG-15813_920T5L_lib254043_5916_NODE_1147_length_7225_cov_7.16457_5	metaspades_NG-15813_920T5L_lib254043_5916_NODE_1147_length_7225_cov_7.16457	K01186	NEU1; sialidase-1 [EC:3.2.1.18]	PF14873.6	N-terminal domain of BNR-repeat neuraminidase
metaspades_NG-14069_925T8_lib221226_5627_NODE_1988_length_14653_cov_7.74791_12	metaspades_NG-14069_925T8_lib221226_5627_NODE_1988_length_14653_cov_7.74791	K13522	"K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]"	PF00293.28	NUDIX domain
metaspades_NG-13040_922TIL_lib194710_5429_NODE_981_length_4740_cov_3.12401_6	metaspades_NG-13040_922TIL_lib194710_5429_NODE_981_length_4740_cov_3.12401	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_919T8_lib221220_5627_NODE_2098_length_22101_cov_5.0738_2	metaspades_NG-14069_919T8_lib221220_5627_NODE_2098_length_22101_cov_5.0738	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13376_922T12_lib202103_5478_NODE_3_length_57766_cov_28.9643_13	metaspades_NG-13376_922T12_lib202103_5478_NODE_3_length_57766_cov_28.9643	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"		
metaspades_NG-13376_922T12_lib202103_5478_NODE_3_length_57766_cov_28.9643_46	metaspades_NG-13376_922T12_lib202103_5478_NODE_3_length_57766_cov_28.9643	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13376_922T9_lib202089_5478_NODE_49_length_8567_cov_3.58188_3	metaspades_NG-13376_922T9_lib202089_5478_NODE_49_length_8567_cov_3.58188	K00873	"PK, pyk; pyruvate kinase [EC:2.7.1.40]"	PF00224.21	"Pyruvate kinase, barrel domain"
metaspades_NG-14069_925T8_lib221226_5627_NODE_10698_length_4154_cov_3.14223_1	metaspades_NG-14069_925T8_lib221226_5627_NODE_10698_length_4154_cov_3.14223	K00048	fucO; lactaldehyde reductase [EC:1.1.1.77]	PF00465.19	Iron-containing alcohol dehydrogenase
metaspades_NG-14253_917T2_lib223933_5684_NODE_4_length_88926_cov_31.8615_92	metaspades_NG-14253_917T2_lib223933_5684_NODE_4_length_88926_cov_31.8615	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_925T8_lib221226_5627_NODE_8247_length_5033_cov_3.22539_2	metaspades_NG-14069_925T8_lib221226_5627_NODE_8247_length_5033_cov_3.22539	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
