Virus,AAI to closest RaFAH reference,Host genus,Confidence score,List of methods
VIVO4-FEC-JUL25-F3-k141_57899,20.56,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora,92.20,iPHoP-RF;94.40
VIVO4-FEC-JUL25-F3-k141_58248,99.90,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,92.50,blast;94.60 iPHoP-RF;74.60
VIVO4-FEC-JUL25-F3-k141_58797,7.99,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.10,blast;95.10 iPHoP-RF;84.20
VIVO4-FEC-JUL25-F3-k141_59007,9.90,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,95.40,blast;96.80 iPHoP-RF;68.60
VIVO4-FEC-JUL25-F3-k141_5949,83.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;98.20 blast;93.10 iPHoP-RF;92.10
VIVO4-FEC-JUL25-F3-k141_59850,96.01,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.80 blast;92.30 iPHoP-RF;69.80
VIVO4-FEC-JUL25-F3-k141_59880,7.53,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,91.60,blast;93.90 iPHoP-RF;76.10
VIVO4-FEC-JUL25-F3-k141_60518,18.40,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia,91.50,blast;93.80 iPHoP-RF;65.60
VIVO4-FEC-JUL25-F3-k141_60983,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,99.70,RaFAH;96.00 blast;88.00 iPHoP-RF;84.50
VIVO4-FEC-JUL25-F3-k141_62180,37.17,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas,95.70,blast;97.00 iPHoP-RF;81.10
VIVO4-FEC-JUL25-F3-k141_62189,38.57,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,97.30,CRISPR;98.10 blast;93.80 iPHoP-RF;88.90
VIVO4-FEC-JUL25-F3-k141_62189,38.57,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2,96.20,CRISPR;97.30 iPHoP-RF;83.30
VIVO4-FEC-JUL25-F3-k141_62203,30.26,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium,94.50,blast;96.10 iPHoP-RF;75.70 CRISPR;64.50
VIVO4-FEC-JUL25-F3-k141_62209,43.64,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium,94.30,blast;96.00 iPHoP-RF;70.00
VIVO4-FEC-JUL25-F3-k141_62438,2.36,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,93.50,blast;95.40 iPHoP-RF;78.30
VIVO4-FEC-JUL25-F3-k141_627,66.59,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas,91.00,blast;93.40 iPHoP-RF;84.80
VIVO4-FEC-JUL25-F3-k141_672,26.35,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas,95.00,blast;96.50 iPHoP-RF;90.50
VIVO4-FEC-JUL25-F3-k141_6958,43.70,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,91.50,blast;93.80 iPHoP-RF;91.40 CRISPR;52.90
VIVO4-FEC-JUL25-F3-k141_7429,18.54,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter,93.10,iPHoP-RF;95.10
VIVO4-FEC-JUL25-F3-k141_7642,15.78,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella,90.80,blast;93.20 iPHoP-RF;70.90
VIVO4-FEC-JUL25-F3-k141_7989,9.23,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,90.90,blast;93.30 iPHoP-RF;74.30
VIVO4-FEC-JUL25-F3-k141_8271,32.36,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,99.40,iPHoP-RF;96.70 RaFAH;92.30 blast;92.00
VIVO4-FEC-JUL25-F3-k141_8272,20.23,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter,96.60,CRISPR;97.60 iPHoP-RF;86.30
VIVO4-FEC-JUL25-F3-k141_8272,20.23,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enteroscipio,96.30,CRISPR;97.40 iPHoP-RF;85.40
VIVO4-FEC-JUL25-F3-k141_8272,20.23,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Arabia,95.90,CRISPR;97.10 iPHoP-RF;70.40
VIVO4-FEC-JUL25-F3-k141_8272,20.23,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella,94.00,blast;95.80 iPHoP-RF;90.10
VIVO4-FEC-JUL25-F3-k141_8791,6.43,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,91.40,blast;93.70
VIVO4-FEC-JUL25-F3-k141_9244,89.39,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,98.20,iPHoP-RF;94.40 blast;93.70 RaFAH;88.00
VIVO4-FEC-JUL25-F3-k141_9827,73.62,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,92.00,RaFAH;94.20
VIVO4-FEC-JUL25-F3-k141_9827,73.62,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F,92.00,RaFAH;94.20
VIVO4-FEC-JUL25-F3-k141_9827,73.62,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P,92.00,RaFAH;94.20
VIVO4-FEC-JUL25-F3-k141_9827,73.62,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,90.10,blast;92.60 iPHoP-RF;52.00
VIVO4-FEC-JUN22-F2-k141_10034,99.81,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,98.80,iPHoP-RF;97.10 blast;93.70 RaFAH;85.30
VIVO4-FEC-JUN22-F2-k141_10059,25.01,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,99.10,iPHoP-RF;97.10 blast;95.30 RaFAH;87.90
VIVO4-FEC-JUN22-F2-k141_102,57.44,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,97.50,CRISPR;98.20 iPHoP-RF;96.40 blast;92.20
VIVO4-FEC-JUN22-F2-k141_10599,59.70,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP,94.90,blast;96.40 CRISPR;95.80 iPHoP-RF;94.40
VIVO4-FEC-JUN22-F2-k141_11972,62.14,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,95.70,blast;97.00 iPHoP-RF;80.00 CRISPR;63.40
VIVO4-FEC-JUN22-F2-k141_12344,32.36,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,99.40,iPHoP-RF;96.70 RaFAH;92.30 blast;92.00
VIVO4-FEC-JUN22-F2-k141_12600,89.39,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,98.20,iPHoP-RF;94.40 blast;93.00 RaFAH;88.00
VIVO4-FEC-JUN22-F2-k141_12624,16.00,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,96.00,blast;97.20 iPHoP-RF;73.20
VIVO4-FEC-JUN22-F2-k141_12806,15.88,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,93.40,blast;95.30 iPHoP-RF;75.70
VIVO4-FEC-JUN22-F2-k141_13292,94.57,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,97.00,CRISPR;97.90
VIVO4-FEC-JUN22-F2-k141_13292,94.57,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,95.60,CRISPR;96.90
VIVO4-FEC-JUN22-F2-k141_13399,3.05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,92.10,blast;94.30 iPHoP-RF;72.40
VIVO4-FEC-JUN22-F2-k141_13444,99.28,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.60 blast;92.20 iPHoP-RF;65.60
VIVO4-FEC-JUN22-F2-k141_13444,99.28,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,90.60,blast;93.00
VIVO4-FEC-JUN22-F2-k141_13699,6.77,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,94.20,blast;95.90 iPHoP-RF;66.50
VIVO4-FEC-JUN22-F2-k141_13751,84.16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,96.40,CRISPR;97.50 iPHoP-RF;92.40 blast;78.50
VIVO4-FEC-JUN22-F2-k141_13751,84.16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,92.90,blast;92.60 iPHoP-RF;86.70 RaFAH;65.80
VIVO4-FEC-JUN22-F2-k141_13782,8.36,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,95.30,blast;96.70 iPHoP-RF;81.60 CRISPR;52.90
VIVO4-FEC-JUN22-F2-k141_14218,99.01,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4,99.10,CRISPR;99.30 iPHoP-RF;84.80 blast;84.40
VIVO4-FEC-JUN22-F2-k141_14218,99.01,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,98.40,RaFAH;93.20 blast;90.90
VIVO4-FEC-JUN22-F2-k141_14556,32.70,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,95.20,blast;96.60 iPHoP-RF;80.00
VIVO4-FEC-JUN22-F2-k141_14556,32.70,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,91.10,blast;93.50 iPHoP-RF;71.70
VIVO4-FEC-JUN22-F2-k141_15343,99.93,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,96.20,blast;95.80 iPHoP-RF;83.60 RaFAH;67.80
VIVO4-FEC-JUN22-F2-k141_16495,58.81,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,92.90,blast;94.90 iPHoP-RF;90.10 CRISPR;67.40
VIVO4-FEC-JUN22-F2-k141_16519,63.89,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,90.90,blast;93.30 iPHoP-RF;88.50 CRISPR;67.60
VIVO4-FEC-JUN22-F2-k141_16766,46.30,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,90.90,blast;93.30
VIVO4-FEC-JUN22-F2-k141_16922,7.60,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,91.50,blast;93.80 iPHoP-RF;71.90
VIVO4-FEC-JUN22-F2-k141_16932,99.92,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,94.90,iPHoP-RF;96.40 blast;96.10 CRISPR;68.90
VIVO4-FEC-JUN22-F2-k141_16932,99.92,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,92.20,blast;94.40
VIVO4-FEC-JUN22-F2-k141_18033,55.71,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,98.50,iPHoP-RF;95.10 blast;93.30 RaFAH;88.50
VIVO4-FEC-JUN22-F2-k141_18033,55.71,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,93.10,iPHoP-RF;95.10 blast;81.40
VIVO4-FEC-JUN22-F2-k141_18066,15.34,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella,96.00,CRISPR;97.20 blast;93.70 iPHoP-RF;77.30
VIVO4-FEC-JUN22-F2-k141_18066,15.34,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter,95.20,CRISPR;96.60 iPHoP-RF;65.10
VIVO4-FEC-JUN22-F2-k141_18066,15.34,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter,94.00,CRISPR;95.80 blast;89.60 iPHoP-RF;65.10
VIVO4-FEC-JUN22-F2-k141_18066,15.34,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Arabia,92.90,CRISPR;94.90
VIVO4-FEC-JUN22-F2-k141_18608,39.40,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP,91.00,blast;93.40 iPHoP-RF;93.40 CRISPR;65.20
VIVO4-FEC-JUN22-F2-k141_18644,35.16,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.40,blast;95.30 iPHoP-RF;95.10 CRISPR;60.60
VIVO4-FEC-JUN22-F2-k141_18693,48.55,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,91.60,blast;93.90 iPHoP-RF;74.10
VIVO4-FEC-JUN22-F2-k141_18693,48.55,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,91.40,iPHoP-RF;93.70 blast;91.80
VIVO4-FEC-JUN22-F2-k141_19287,39.95,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,98.10,CRISPR;98.60 blast;94.90 iPHoP-RF;91.80
VIVO4-FEC-JUN22-F2-k141_19293,29.92,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,94.60,blast;96.20 iPHoP-RF;67.30
VIVO4-FEC-JUN22-F2-k141_19368,85.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,93.60,blast;95.50 iPHoP-RF;58.70
VIVO4-FEC-JUN22-F2-k141_19424,7.59,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia,90.10,blast;92.60 iPHoP-RF;55.40
VIVO4-FEC-JUN22-F2-k141_19510,84.08,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,CRISPR;98.90 iPHoP-RF;97.10 RaFAH;93.60 blast;90.00
VIVO4-FEC-JUN22-F2-k141_19510,84.08,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,98.70,CRISPR;99.00 iPHoP-RF;96.70 blast;96.50
VIVO4-FEC-JUN22-F2-k141_19520,6.46,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.50,blast;95.40 iPHoP-RF;70.60
VIVO4-FEC-JUN22-F2-k141_20323,44.83,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,94.90,blast;96.40 iPHoP-RF;93.70
VIVO4-FEC-JUN22-F2-k141_20323,44.83,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_F,90.70,iPHoP-RF;93.10
VIVO4-FEC-JUN22-F2-k141_20535,99.97,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,99.70,blast;96.90 RaFAH;95.60 iPHoP-RF;91.80 CRISPR;61.00
VIVO4-FEC-JUN22-F2-k141_20535,99.97,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A,93.80,RaFAH;95.60
VIVO4-FEC-JUN22-F2-k141_21123,29.66,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,97.50,blast;98.20 iPHoP-RF;88.90 CRISPR;66.80
VIVO4-FEC-JUN22-F2-k141_21617,94.26,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,93.90,blast;95.70 iPHoP-RF;71.90
VIVO4-FEC-JUN22-F2-k141_22097,13.87,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella,91.10,CRISPR;93.50 blast;91.90 iPHoP-RF;87.60
VIVO4-FEC-JUN22-F2-k141_22619,94.81,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes,93.90,blast;95.70 iPHoP-RF;65.80
VIVO4-FEC-JUN22-F2-k141_22800,6.35,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,91.20,blast;93.60
VIVO4-FEC-JUN22-F2-k141_22937,35.27,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,98.10,blast;94.80 iPHoP-RF;94.10 RaFAH;86.20
VIVO4-FEC-JUN22-F2-k141_24049,70.56,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,99.30,CRISPR;99.40 blast;97.10 iPHoP-RF;94.40
VIVO4-FEC-JUN22-F2-k141_24454,13.40,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter,96.00,CRISPR;97.20 iPHoP-RF;77.80
VIVO4-FEC-JUN22-F2-k141_24454,13.40,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Arabia,95.00,CRISPR;96.50 blast;91.00 iPHoP-RF;81.10
VIVO4-FEC-JUN22-F2-k141_24454,13.40,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enteroscipio,94.90,CRISPR;96.40 iPHoP-RF;90.50
VIVO4-FEC-JUN22-F2-k141_24454,13.40,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella,93.80,blast;95.60 iPHoP-RF;88.90
VIVO4-FEC-JUN22-F2-k141_24622,97.86,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,94.00,blast;95.80 iPHoP-RF;74.30
VIVO4-FEC-JUN22-F2-k141_24895,5.86,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A,90.90,blast;93.30
VIVO4-FEC-JUN22-F2-k141_25036,42.30,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,90.30,blast;92.80 CRISPR;88.00 iPHoP-RF;87.90
VIVO4-FEC-JUN22-F2-k141_25484,13.67,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,94.20,blast;95.90 iPHoP-RF;75.40
VIVO4-FEC-JUN22-F2-k141_2607,78.62,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,94.60,blast;96.20
VIVO4-FEC-JUN22-F2-k141_26171,7.54,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,94.60,blast;96.20 iPHoP-RF;93.40 CRISPR;91.00
VIVO4-FEC-JUN22-F2-k141_26736,11.87,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,92.70,blast;94.80 iPHoP-RF;88.20 CRISPR;52.70
VIVO4-FEC-JUN22-F2-k141_26954,84.65,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,91.40,blast;93.70 iPHoP-RF;78.70
VIVO4-FEC-JUN22-F2-k141_27029,13.41,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,96.00,blast;97.20 iPHoP-RF;84.50 CRISPR;58.30
VIVO4-FEC-JUN22-F2-k141_27084,77.24,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,99.70,RaFAH;92.90 blast;89.80 iPHoP-RF;89.20
VIVO4-FEC-JUN22-F2-k141_27084,77.24,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A,99.10,RaFAH;92.90 blast;91.40 iPHoP-RF;68.20 CRISPR;54.10
VIVO4-FEC-JUN22-F2-k141_27827,3.19,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,93.50,blast;95.40 iPHoP-RF;66.50
VIVO4-FEC-JUN22-F2-k141_27925,41.98,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,93.60,blast;95.50 CRISPR;83.50 iPHoP-RF;62.50
VIVO4-FEC-JUN22-F2-k141_28062,3.62,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,91.70,blast;94.00 iPHoP-RF;84.20
VIVO4-FEC-JUN22-F2-k141_28190,68.99,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,98.70,blast;96.60 RaFAH;85.20 iPHoP-RF;83.10 CRISPR;68.10
VIVO4-FEC-JUN22-F2-k141_28190,68.99,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,96.20,blast;91.00 RaFAH;85.20 iPHoP-RF;68.90
VIVO4-FEC-JUN22-F2-k141_28336,26.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes,94.50,iPHoP-RF;96.10
VIVO4-FEC-JUN22-F2-k141_28336,26.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter,91.00,iPHoP-RF;93.40
VIVO4-FEC-JUN22-F2-k141_28336,26.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP,90.30,iPHoP-RF;92.80 blast;92.60 CRISPR;70.60
VIVO4-FEC-JUN22-F2-k141_28336,26.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas,90.30,iPHoP-RF;92.80
VIVO4-FEC-JUN22-F2-k141_2868,16.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,95.60,blast;96.90 iPHoP-RF;57.60
VIVO4-FEC-JUN22-F2-k141_28972,33.22,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,95.40,blast;96.80
VIVO4-FEC-JUN22-F2-k141_29372,8.39,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,97.00,blast;97.90 iPHoP-RF;90.50 CRISPR;68.70
VIVO4-FEC-JUN22-F2-k141_29622,99.92,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,97.50,blast;95.50 iPHoP-RF;91.10 RaFAH;80.40 CRISPR;66.80
VIVO4-FEC-JUN22-F2-k141_29741,99.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,95.20,blast;96.60 iPHoP-RF;89.20
VIVO4-FEC-JUN22-F2-k141_29741,99.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,94.50,RaFAH;96.10
VIVO4-FEC-JUN22-F2-k141_3077,99.96,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.50 iPHoP-RF;96.40 blast;96.30
VIVO4-FEC-JUN22-F2-k141_30939,46.63,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,99.10,blast;96.80 RaFAH;89.70 iPHoP-RF;79.30
VIVO4-FEC-JUN22-F2-k141_30939,46.63,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,97.50,iPHoP-RF;91.10 RaFAH;89.70
